Tanggal,Hujan,Temperatur,Kecepatan Angin,Kelembaban,Tekanan Udara,Arah Angin,UV,DoY,Bulan,Jam,,
2022-09-05 12:00:00,0,34.5,11.99,64.6,1007.34,1.117010721,0,244.6027397,9,12,,
2022-09-05 13:00:00,0,34.1,10.34,66.54,1006.58,0.331612558,0,244.6027397,9,13,,
2022-09-05 14:00:00,0,34.2,8.95,63.22,1005.3,0.802851456,0,244.6027397,9,14,,
2022-09-05 15:00:00,0,33.4,8.2,67.26,1004.7,1.099557429,0,244.6027397,9,15,,
2022-09-05 16:00:00,0,31.1,11.25,71.64,1004.84,0,0,244.6027397,9,16,,
2022-09-05 17:00:00,0,30,8.67,71.46,1005.28,0,0,244.6027397,9,17,,
2022-09-05 18:00:00,0,28,4.14,83.5,1007.02,0.593411946,0,244.6027397,9,18,,
2022-09-05 19:00:00,0,26.9,2.95,89.38,1007.88,1.134464014,0,244.6027397,9,19,,
2022-09-05 20:00:00,0,26.7,0.46,92.46,1008.82,0.785398163,0,244.6027397,9,20,,
2022-09-05 21:00:00,0,25.5,0.74,94.92,1009.4,0.523598776,0,244.6027397,9,21,,
2022-09-05 22:00:00,0,24.6,0.27,94.92,1009.26,1.099557429,0,244.6027397,9,22,,
2022-09-05 23:00:00,0,24.8,0.19,94.92,1009.34,0.645771823,0,244.6027397,9,23,,
2022-09-06 00:00:00,0,24.7,0.85,94.92,1008.9,1.413716694,0,245.5890411,9,0,,
2022-09-06 01:00:00,0,24.04,0.09,94.92,1008.2,0.523598776,0,245.5890411,9,1,,
2022-09-06 02:00:00,0,24.16,0.96,94.92,1007.7,0.907571211,0,245.5890411,9,2,,
2022-09-06 03:00:00,0,24.04,1.64,94.92,1007.42,0,0,245.5890411,9,3,,
2022-09-06 04:00:00,0,23.9,1.1,94.92,1007.16,0.453785606,0,245.5890411,9,4,,
2022-09-06 05:00:00,0,23.94,0.51,94.92,1007.2,0.41887902,0,245.5890411,9,5,,
2022-09-06 06:00:00,0,24,1.01,94.92,1008.2,0.593411946,0,245.5890411,9,6,,
2022-09-06 07:00:00,0,24.4,0.82,94.92,1008.92,1.064650844,0,245.5890411,9,7,,
2022-09-06 08:00:00,0,24.92,0.61,94.92,1009.66,0,0,245.5890411,9,8,,
2022-09-06 09:00:00,0,26.2,2.44,94.92,1009.9,0.523598776,0,245.5890411,9,9,,
2022-09-06 10:00:00,0,27.28,2.08,92.36,1009.8,0.244346095,0,245.5890411,9,10,,
2022-09-06 11:00:00,0,27.5,6.05,90.6,1008.94,5.619960191,0,245.5890411,9,11,,
2022-09-06 12:00:00,0.2,0,1.13,0,0,0.541052068,0,245.5890411,9,12,,
2022-09-06 13:00:00,0,0,0,0,0,0.541052068,0,245.5890411,9,13,,
2022-09-06 14:00:00,0,0,0,0,0,0.541052068,0,245.5890411,9,14,,
2022-09-06 15:00:00,0,13.2,5.02,47.21,502.75,3.141592654,0,245.5890411,9,15,,
2022-09-06 16:00:00,0,26.4,10.04,94.42,1005.5,5.742133239,0,245.5890411,9,16,,
2022-09-06 17:00:00,0,26.4,7.89,90.54,1005.7,5.619960191,0,245.5890411,9,17,,
2022-09-06 18:00:00,0,26.05,6.25,92.73,1006.71,5.619960191,0,245.5890411,9,18,,
2022-09-06 19:00:00,0,25.7,4.61,94.92,1007.72,5.619960191,0,245.5890411,9,19,,
2022-09-06 20:00:00,0,25,7.4,94.92,1008.12,4.869468613,0,245.5890411,9,20,,
2022-09-06 21:00:00,0,24.6,1.07,94.92,1008.46,2.705260341,0,245.5890411,9,21,,
2022-09-06 22:00:00,0,24.2,0.83,94.92,1009.26,3.420845334,0,245.5890411,9,22,,
2022-09-06 23:00:00,0,24,1.97,94.92,1009.3,0.261799388,0,245.5890411,9,23,,
2022-09-07 00:00:00,0,23.82,0,94.92,1008.94,0.261799388,0,246.5753425,9,0,,
2022-09-07 01:00:00,0,23.8,0.18,94.92,1008.44,0.645771823,0,246.5753425,9,1,,
2022-09-07 02:00:00,0,23.2,1.43,94.92,1007.62,5.794493117,0,246.5753425,9,2,,
2022-09-07 03:00:00,0,23,1.8,94.92,1007.4,6.143558967,0,246.5753425,9,3,,
2022-09-07 04:00:00,0,23.44,1.34,94.92,1007.32,0,0,246.5753425,9,4,,
2022-09-07 05:00:00,0,23.38,0.76,94.92,1007.3,4.974188368,0,246.5753425,9,5,,
2022-09-07 06:00:00,0,23.32,0.94,94.92,1008.04,3.281218994,0,246.5753425,9,6,,
2022-09-07 07:00:00,0,24.4,1.12,94.92,1008.82,3.647738137,0,246.5753425,9,7,,
2022-09-07 08:00:00,0,26.4,6.09,94.92,1009.4,4.520402763,0,246.5753425,9,8,,
2022-09-07 09:00:00,0,28.5,7.35,90.76,1009.94,4.450589593,0,246.5753425,9,9,,
2022-09-07 10:00:00,0,29.8,7.85,79.96,1009.66,3.508111797,0,246.5753425,9,10,,
2022-09-07 11:00:00,0,32.2,7.84,69.6,1009.02,2.914699851,0,246.5753425,9,11,,
2022-09-07 12:00:00,0,32.4,9.69,68.18,1007.7,3.281218994,0,246.5753425,9,12,,
2022-09-07 13:00:00,0,26.66,24.19,93.02,1007.3,2.949606436,0,246.5753425,9,13,,
2022-09-07 14:00:00,0,28.8,18.35,78.72,1006.56,2.932153143,0,246.5753425,9,14,,
2022-09-07 15:00:00,0,30.8,17.61,72.94,1005.8,2.827433388,0,246.5753425,9,15,,
2022-09-07 16:00:00,0,31,16.96,73.56,1005.62,2.967059728,0,246.5753425,9,16,,
2022-09-07 17:00:00,0,29.5,18.11,80.38,1006.1,2.879793266,0,246.5753425,9,17,,
2022-09-07 18:00:00,0,27.9,11.76,86.4,1006.8,2.862339973,0,246.5753425,9,18,,
2022-09-07 19:00:00,0,26.8,2.43,93.88,1008.06,2.478367538,0,246.5753425,9,19,,
2022-09-07 20:00:00,0,26.1,1.15,94.92,1009.2,2.059488517,0,246.5753425,9,20,,
2022-09-07 21:00:00,0,25.7,5.48,94.92,1010.18,0.13962634,0,246.5753425,9,21,,
2022-09-07 22:00:00,0,25.6,4.08,94.92,1010.54,1.064650844,0,246.5753425,9,22,,
2022-09-07 23:00:00,0,25.26,4.04,94.92,1010.36,1.064650844,0,246.5753425,9,23,,
2022-09-08 00:00:00,0,24.66,10.91,94.92,1009.9,0.157079633,0,247.5616438,9,0,,
2022-09-08 01:00:00,0,24.2,9.85,94.92,1009.16,0,0,247.5616438,9,1,,
2022-09-08 02:00:00,0,24,8.11,94.92,1008.56,0,0,247.5616438,9,2,,
2022-09-08 03:00:00,0,23.8,10.58,94.92,1008.86,1.047197551,0,247.5616438,9,3,,
2022-09-08 04:00:00,0,23.9,7.77,94.92,1008.7,0.558505361,0,247.5616438,9,4,,
2022-09-08 05:00:00,0,23.9,4.36,94.92,1009.2,0,0,247.5616438,9,5,,
2022-09-08 06:00:00,0,23.5,11.45,94.92,1009.78,0.593411946,0,247.5616438,9,6,,
2022-09-08 07:00:00,0,23.82,4.03,94.92,1010.28,0.331612558,0,247.5616438,9,7,,
2022-09-08 08:00:00,0,24.9,1.02,94.92,1011,1.256637061,0,247.5616438,9,8,,
2022-09-08 09:00:00,0,25.2,5.62,94.92,1012.36,0.628318531,0,247.5616438,9,9,,
2022-09-08 10:00:00,0,25.06,10.75,94.92,1012.48,1.343903524,0,247.5616438,9,10,,
2022-09-08 11:00:00,0.4,24.9,16.39,94.92,1011.9,1.151917306,0,247.5616438,9,11,,
2022-09-08 12:00:00,1.2,24.1,26.86,94.92,1011.34,0.401425728,0,247.5616438,9,12,,
2022-09-08 13:00:00,0.2,24.9,17.98,94.92,1010.1,1.082104136,0,247.5616438,9,13,,
2022-09-08 14:00:00,0,26.94,14.29,91.74,1008.82,1.570796327,0,247.5616438,9,14,,
2022-09-08 15:00:00,0,26.7,15.33,91.66,1008.42,2.967059728,0,247.5616438,9,15,,
2022-09-08 16:00:00,0,25.7,13.25,94.92,1008.16,1.535889742,0,247.5616438,9,16,,
2022-09-08 17:00:00,0.2,25.3,7.59,94.92,1007.86,1.239183769,0,247.5616438,9,17,,
2022-09-08 18:00:00,0,24.78,3.96,94.92,1008.12,2.094395102,0,247.5616438,9,18,,
2022-09-08 19:00:00,0,24.5,0.59,94.92,1008.7,1.064650844,0,247.5616438,9,19,,
2022-09-08 20:00:00,0,24.5,6.43,94.92,1009.78,0.785398163,0,247.5616438,9,20,,
2022-09-08 21:00:00,0,24.2,2.68,94.92,1010.46,0.837758041,0,247.5616438,9,21,,
2022-09-08 22:00:00,0,24.2,0.18,94.92,1010.92,1.483529864,0,247.5616438,9,22,,
2022-09-08 23:00:00,0,24.16,1.17,94.92,1010.72,2.722713633,0,247.5616438,9,23,,
2022-09-09 00:00:00,0,24,0.18,94.92,1010.28,2.49582083,0,248.5479452,9,0,,
2022-09-09 01:00:00,0,24.1,0.08,94.92,1009.48,2.705260341,0,248.5479452,9,1,,
2022-09-09 02:00:00,0,24,0.22,94.92,1008.84,5.253441049,0,248.5479452,9,2,,
2022-09-09 03:00:00,0,24.02,0.28,94.92,1008.5,3.804817769,0,248.5479452,9,3,,
2022-09-09 04:00:00,0,23.7,1.75,94.92,1008.42,3.455751919,0,248.5479452,9,4,,
2022-09-09 05:00:00,0,23.66,2.07,94.92,1008.44,0.785398163,0,248.5479452,9,5,,
2022-09-09 06:00:00,0,23.5,0.27,94.92,1009.24,0.06981317,0,248.5479452,9,6,,
2022-09-09 07:00:00,0,24.1,0.9,94.92,1009.92,1.064650844,0,248.5479452,9,7,,
2022-09-09 08:00:00,0,25.2,0.8,94.92,1010.5,2.757620218,0,248.5479452,9,8,,
2022-09-09 09:00:00,0,28.3,9.09,91.46,1011.04,2.844886681,0,248.5479452,9,9,,
2022-09-09 10:00:00,0,29.7,14.22,77.48,1010.92,2.932153143,0,248.5479452,9,10,,
2022-09-09 11:00:00,0,31.7,15.26,72.6,1010.1,3.612831552,0,248.5479452,9,11,,
2022-09-09 12:00:00,0,32,20.35,68.14,1009.44,2.879793266,0,248.5479452,9,12,,
2022-09-09 13:00:00,0,31.6,24.33,69.56,1008.42,2.844886681,0,248.5479452,9,13,,
2022-09-09 14:00:00,0,31.17,23.93,69.38,1007.85,2.321287905,0,248.5479452,9,14,,
2022-09-09 15:00:00,0,30.74,23.53,69.2,1007.28,1.79768913,0,248.5479452,9,15,,
2022-09-09 16:00:00,0,29.9,22.08,72.44,1007.56,2.373647783,0,248.5479452,9,16,,
2022-09-09 17:00:00,0,28.7,25.58,78.38,1008.08,2.897246558,0,248.5479452,9,17,,
2022-09-09 18:00:00,0,26.9,18.14,83.7,1009.26,2.897246558,0,248.5479452,9,18,,
2022-09-09 19:00:00,0,25.4,14.91,92.1,1009.9,3.403392041,0,248.5479452,9,19,,
2022-09-09 20:00:00,0,24.86,4.23,94.92,1011.16,2.408554368,0,248.5479452,9,20,,
2022-09-09 21:00:00,0,24.7,1.4,94.92,1011.6,2.408554368,0,248.5479452,9,21,,
2022-09-09 22:00:00,0,24.7,7.67,94.92,1011.56,2.740166926,0,248.5479452,9,22,,
2022-09-09 23:00:00,0,24.5,8.05,94.92,1011.16,2.844886681,0,248.5479452,9,23,,
2022-09-10 00:00:00,0,24.2,5.07,94.92,1010.5,2.949606436,0,249.5342466,9,0,,
2022-09-10 01:00:00,0,23.9,2.36,94.92,1009.82,2.635447171,0,249.5342466,9,1,,
2022-09-10 02:00:00,0,23.5,1.91,94.92,1009.52,2.513274123,0,249.5342466,9,2,,
2022-09-10 03:00:00,0.2,23.34,0.47,94.92,1009.42,1.623156204,0,249.5342466,9,3,,
2022-09-10 04:00:00,1,23.4,0.65,94.92,1009.42,0.453785606,0,249.5342466,9,4,,
2022-09-10 05:00:00,1,23.4,0,94.92,1009.6,0.453785606,0,249.5342466,9,5,,
2022-09-10 06:00:00,0.2,23.4,0.28,94.92,1010.1,5.061454831,0,249.5342466,9,6,,
2022-09-10 07:00:00,0.2,23.6,5.43,94.92,1010.72,5.061454831,0,249.5342466,9,7,,
2022-09-10 08:00:00,0,24.2,7.88,94.92,1011.28,5.497787144,0,249.5342466,9,8,,
2022-09-10 09:00:00,0,24.9,10.97,94.92,1011.8,5.061454831,0,249.5342466,9,9,,
2022-09-10 10:00:00,0,26.24,10.9,94.12,1011.5,0,0,249.5342466,9,10,,
2022-09-10 11:00:00,0.2,27.5,10.75,87.98,1010.18,5.410520681,0,249.5342466,9,11,,
2022-09-10 12:00:00,0,29.2,10.07,80.1,1009.2,5.061454831,0,249.5342466,9,12,,
2022-09-10 13:00:00,0,29,7.79,80.4,1008.22,5.532693729,0,249.5342466,9,13,,
2022-09-10 14:00:00,0,29.4,6.57,80.24,1007.1,2.844886681,0,249.5342466,9,14,,
2022-09-10 15:00:00,0,29.1,8.59,81.5,1006.82,2.740166926,0,249.5342466,9,15,,
2022-09-10 16:00:00,0,27.2,11.22,92.72,1006.98,2.792526803,0,249.5342466,9,16,,
2022-09-10 17:00:00,0.6,25.5,16.4,94.92,1007.3,2.879793266,0,249.5342466,9,17,,
2022-09-10 18:00:00,0.2,24.96,15.39,94.92,1008,2.984513021,0,249.5342466,9,18,,
2022-09-10 19:00:00,0,24.2,14.71,94.92,1008.8,2.932153143,0,249.5342466,9,19,,
2022-09-10 20:00:00,0,23.9,5.33,94.92,1009.2,2.617993878,0,249.5342466,9,20,,
2022-09-10 21:00:00,0,24,7.95,94.92,1009.58,2.949606436,0,249.5342466,9,21,,
2022-09-10 22:00:00,0,24.1,4.69,94.92,1009.78,1.099557429,0,249.5342466,9,22,,
2022-09-10 23:00:00,0,24.1,0.09,94.92,1009.86,2.21656815,0,249.5342466,9,23,,
2022-09-11 00:00:00,0,23.9,0.76,94.92,1009.4,5.864306287,0,250.5205479,9,0,,
2022-09-11 01:00:00,0,23.8,0.08,94.92,1008.8,0.261799388,0,250.5205479,9,1,,
2022-09-11 02:00:00,0,23.58,0.91,94.92,1008.12,5.619960191,0,250.5205479,9,2,,
2022-09-11 03:00:00,0,23.6,0.09,94.92,1007.66,1.029744259,0,250.5205479,9,3,,
2022-09-11 04:00:00,0,23.3,0.43,94.92,1007.36,2.094395102,0,250.5205479,9,4,,
2022-09-11 05:00:00,0,23.5,0.18,94.92,1007.54,2.635447171,0,250.5205479,9,5,,
2022-09-11 06:00:00,0,23.5,0.1,94.92,1008.14,2.914699851,0,250.5205479,9,6,,
2022-09-11 07:00:00,0,25,2.12,94.92,1008.5,2.914699851,0,250.5205479,9,7,,
2022-09-11 08:00:00,0,27.1,5.31,91.94,1008.8,4.78220215,0,250.5205479,9,8,,
2022-09-11 09:00:00,0,28.5,7.89,85.26,1009.1,4.921828491,0,250.5205479,9,9,,
2022-09-11 10:00:00,0,30.2,9.28,76.4,1008.66,4.817108736,0,250.5205479,9,10,,
2022-09-11 11:00:00,0,31.44,7.21,70.4,1008.14,4.241150082,0,250.5205479,9,11,,
2022-09-11 12:00:00,0,31.8,9.76,71.34,1007.3,2.687807048,0,250.5205479,9,12,,
2022-09-11 13:00:00,0,34,7.09,59.06,1006.1,2.600540585,0,250.5205479,9,13,,
2022-09-11 14:00:00,0,31.4,12.8,72.4,1005.2,1.972222055,0,250.5205479,9,14,,
2022-09-11 15:00:00,0,27.9,19.8,89.06,1005.06,1.605702912,0,250.5205479,9,15,,
2022-09-11 16:00:00,0,27.54,19.44,92.86,1005.44,0.226892803,0,250.5205479,9,16,,
2022-09-11 17:00:00,6.4,25.48,45.63,94.92,1005.74,5.218534463,0,250.5205479,9,17,,
2022-09-11 18:00:00,0.4,24.9,77.43,94.92,1006.68,1.221730476,0,250.5205479,9,18,,
2022-09-11 19:00:00,2.8,24.6,36.68,94.92,1007.46,1.274090354,0,250.5205479,9,19,,
2022-09-11 20:00:00,0.4,24.5,18.85,94.92,1008.24,6.091199089,0,250.5205479,9,20,,
2022-09-11 21:00:00,0,24.2,17.97,94.92,1008.64,6.038839212,0,250.5205479,9,21,,
2022-09-11 22:00:00,0,24.2,21.08,94.92,1009.32,6.038839212,0,250.5205479,9,22,,
2022-09-11 23:00:00,0,24.1,27.61,94.92,1009.18,5.916666164,0,250.5205479,9,23,,
2022-09-12 00:00:00,0,23.96,33.23,94.92,1009,6.021385919,0,251.5068493,9,0,,
2022-09-12 01:00:00,0,23.8,34.66,94.92,1008.2,5.951572749,0,251.5068493,9,1,,
2022-09-12 02:00:00,0.2,23.7,30.78,94.92,1007.22,5.759586532,0,251.5068493,9,2,,
2022-09-12 03:00:00,0,23.4,28.85,94.92,1007.1,5.846852994,0,251.5068493,9,3,,
2022-09-12 04:00:00,0,23.3,33.76,94.92,1007.32,5.951572749,0,251.5068493,9,4,,
2022-09-12 05:00:00,0,23.1,35.79,94.92,1007.78,5.899212872,0,251.5068493,9,5,,
2022-09-12 06:00:00,0,22.94,34.87,94.92,1007.92,5.916666164,0,251.5068493,9,6,,
2022-09-12 07:00:00,0,23.3,34.96,94.92,1008.62,5.550147021,0,251.5068493,9,7,,
2022-09-12 08:00:00,0,23.92,42.76,94.92,1009.14,5.550147021,0,251.5068493,9,8,,
2022-09-12 09:00:00,0,24.8,40.37,94.92,1009.52,5.358160804,0,251.5068493,9,9,,
2022-09-12 10:00:00,0,26.2,16.46,94.92,1009.72,4.834562028,0,251.5068493,9,10,,
2022-09-12 11:00:00,0,29,12.77,86.76,1008.9,6.073745797,0,251.5068493,9,11,,
2022-09-12 12:00:00,0,29.36,11.68,83.5,1007.7,6.108652382,0,251.5068493,9,12,,
2022-09-12 13:00:00,7,26.4,11.35,94.92,1006.8,0,0,251.5068493,9,13,,
2022-09-12 14:00:00,0,28.4,21.82,84.52,1006.1,2.600540585,0,251.5068493,9,14,,
2022-09-12 15:00:00,0,28.8,17.71,88,1005.56,0,0,251.5068493,9,15,,
2022-09-12 16:00:00,0,30.5,16.48,79.42,1005.26,0.122173048,0,251.5068493,9,16,,
2022-09-12 17:00:00,5.4,26.46,38.38,94.92,1005.82,6.038839212,0,251.5068493,9,17,,
2022-09-12 18:00:00,0,25.7,52.66,94.92,1006.06,0.157079633,0,251.5068493,9,18,,
2022-09-12 19:00:00,0,25.3,63.38,94.92,1007.1,0.13962634,0,251.5068493,9,19,,
2022-09-12 20:00:00,0,24.9,34.7,94.92,1008,0.41887902,0,251.5068493,9,20,,
2022-09-12 21:00:00,0,24.6,14.81,94.92,1008.54,0.715584993,0,251.5068493,9,21,,
2022-09-12 22:00:00,0,24.3,8.53,94.92,1009.28,0.698131701,0,251.5068493,9,22,,
2022-09-12 23:00:00,0,24.1,0.93,94.92,1009.68,0.959931089,0,251.5068493,9,23,,
2022-09-13 00:00:00,0,23.5,1.17,94.92,1009.26,2.967059728,0,252.4931507,9,0,,
2022-09-13 01:00:00,0,23.3,0,94.92,1008.74,2.914699851,0,252.4931507,9,1,,
2022-09-13 02:00:00,0,23.16,0.19,94.92,1008.46,2.967059728,0,252.4931507,9,2,,
2022-09-13 03:00:00,0,22.8,0,94.92,1008,2.932153143,0,252.4931507,9,3,,
2022-09-13 04:00:00,0,22.54,0.18,94.92,1008.2,1.308996939,0,252.4931507,9,4,,
2022-09-13 05:00:00,0,22.8,0.1,94.92,1008.2,2.984513021,0,252.4931507,9,5,,
2022-09-13 06:00:00,0,22.8,0.2,94.92,1009.36,2.827433388,0,252.4931507,9,6,,
2022-09-13 07:00:00,0,24.45,2.6,94.92,1010.25,2.905973205,0,252.4931507,9,7,,
2022-09-13 08:00:00,0,26.1,5,94.92,1011.14,2.984513021,0,252.4931507,9,8,,
2022-09-13 09:00:00,0,28.1,10.22,87.86,1011.32,2.932153143,0,252.4931507,9,9,,
2022-09-13 10:00:00,0,29.45,9.655,80.53,1010.99,2.766346864,0,252.4931507,9,10,,
2022-09-13 11:00:00,0,30.8,9.09,73.2,1010.66,2.600540585,0,252.4931507,9,11,,
2022-09-13 12:00:00,0,31.89,10.9,69,1009.61,2.478367538,0,252.4931507,9,12,,
2022-09-13 13:00:00,0,32.98,12.71,64.8,1008.56,2.35619449,0,252.4931507,9,13,,
2022-09-13 14:00:00,0,33,13.89,61.22,1007.56,2.914699851,0,252.4931507,9,14,,
2022-09-13 15:00:00,0,32.8,13.04,65.9,1007.02,3.316125579,0,252.4931507,9,15,,
2022-09-13 16:00:00,0,31.3,16.84,71.94,1007.5,2.35619449,0,252.4931507,9,16,,
2022-09-13 19:00:00,0,25.9,5.31,92.02,1009.68,2.827433388,0,252.4931507,9,19,,
2022-09-13 20:00:00,0,25.6,1.46,94.78,1010.88,2.530727415,0,252.4931507,9,20,,
2022-09-13 21:00:00,0,25.7,1.33,94.92,1011.44,2.478367538,0,252.4931507,9,21,,
2022-09-14 00:00:00,0,24.8,2.8,94.92,1011.28,3.228859116,0,253.4794521,9,0,,
2022-09-14 01:00:00,0,25.3,7.03,94.92,1010.6,2.879793266,0,253.4794521,9,1,,
2022-09-14 02:00:00,0,24.7,6.61,94.92,1010.02,4.537856055,0,253.4794521,9,2,,
2022-09-14 05:00:00,0,23.2,1.37,94.92,1010.24,0,0,253.4794521,9,5,,
2022-09-14 06:00:00,0,22.5,1.63,94.92,1010.62,1.343903524,0,253.4794521,9,6,,
2022-09-14 07:00:00,0,24.36,0,94.92,1011.34,0.383972435,0,253.4794521,9,7,,
2022-09-14 08:00:00,0,26.53,8.905,87.42,1011.57,1.658062789,0,253.4794521,9,8,,
2022-09-14 09:00:00,0,28.7,17.81,79.92,1011.8,2.932153143,0,253.4794521,9,9,,
2022-09-14 10:00:00,0,30.2,17.92,73.04,1011.72,2.879793266,0,253.4794521,9,10,,
2022-09-14 11:00:00,0,30.19,18.95,73.36,1011.34,2.888519912,0,253.4794521,9,11,,
2022-09-14 12:00:00,0,30.18,19.98,73.68,1010.96,2.897246558,0,253.4794521,9,12,,
2022-09-14 13:00:00,0,30.3,11.43,70.7,1010.52,2.687807048,0,253.4794521,9,13,,
2022-09-14 14:00:00,0,30.4,14.185,69.23,1009.59,1.972222055,0,253.4794521,9,14,,
2022-09-14 15:00:00,0,30.5,16.94,67.76,1008.66,1.256637061,0,253.4794521,9,15,,
2022-09-14 16:00:00,0,30.2,14.36,71.5,1008.04,1.378810109,0,253.4794521,9,16,,
2022-09-14 17:00:00,0,29.2,14.77,75.32,1008.42,1.308996939,0,253.4794521,9,17,,
2022-09-14 18:00:00,0,27.2,8.79,90,1009.1,1.326450232,0,253.4794521,9,18,,
2022-09-14 19:00:00,0,25.5,5.86,94.92,1009.98,0.523598776,0,253.4794521,9,19,,
2022-09-14 20:00:00,0,25.1,6.87,94.92,1010.72,0.13962634,0,253.4794521,9,20,,
2022-09-14 21:00:00,0,24.88,6.31,94.92,1011.5,0.13962634,0,253.4794521,9,21,,
2022-09-14 22:00:00,0,24.49,4.985,94.92,1011.77,0.200712864,0,253.4794521,9,22,,
2022-09-14 23:00:00,0,24.1,3.66,94.92,1012.04,0.261799388,0,253.4794521,9,23,,
2022-09-15 00:00:00,0,23.7,0.39,94.92,1011.2,0.453785606,0,254.4657534,9,0,,
2022-09-15 01:00:00,0,23.6,1.11,94.92,1010.56,0.331612558,0,254.4657534,9,1,,
2022-09-15 02:00:00,0,23.7,5.89,94.92,1010.02,5.497787144,0,254.4657534,9,2,,
2022-09-15 03:00:00,0,23.8,7.95,94.92,1009.58,5.427973974,0,254.4657534,9,3,,
2022-09-15 04:00:00,0,23.6,0.94,94.92,1009.3,5.497787144,0,254.4657534,9,4,,
2022-09-15 05:00:00,0,23.4,1.405,94.92,1009.6,5.340707511,0,254.4657534,9,5,,
2022-09-15 06:00:00,0,23.2,1.87,94.92,1009.9,5.183627878,0,254.4657534,9,6,,
2022-09-15 07:00:00,0,24.3,2.34,94.92,1010.44,0.261799388,0,254.4657534,9,7,,
2022-09-15 08:00:00,0,26.8,10.2,94.92,1010.4,5.166174586,0,254.4657534,9,8,,
2022-09-15 09:00:00,0,29,9.47,82.64,1010.34,3.490658504,0,254.4657534,9,9,,
2022-09-15 10:00:00,0,31,10.31,72.92,1009.9,2.530727415,0,254.4657534,9,10,,
2022-09-15 11:00:00,0,31.9,17.56,67.02,1009.44,1.378810109,0,254.4657534,9,11,,
2022-09-15 12:00:00,0,32.7,21.37,63.64,1008.78,1.343903524,0,254.4657534,9,12,,
2022-09-15 13:00:00,0,33.56,21.67,58.72,1007.7,1.413716694,0,254.4657534,9,13,,
2022-09-15 14:00:00,0,33.93,24.22,58.6,1006.95,1.413716694,0,254.4657534,9,14,,
2022-09-15 15:00:00,0,34.3,26.77,58.48,1006.2,1.413716694,0,254.4657534,9,15,,
2022-09-15 16:00:00,0,33.2,25.21,61.52,1005.94,1.727875959,0,254.4657534,9,16,,
2022-09-15 17:00:00,0,31.5,24.42,69.42,1006.3,1.570796327,0,254.4657534,9,17,,
2022-09-15 18:00:00,0,28.4,17.6,82.8,1007.3,1.378810109,0,254.4657534,9,18,,
2022-09-15 19:00:00,0,26.7,4.41,94,1008.14,1.8675023,0,254.4657534,9,19,,
2022-09-15 20:00:00,0,25.6,5.84,94.92,1008.86,2.49582083,0,254.4657534,9,20,,
2022-09-15 21:00:00,0,25.4,3.87,94.92,1009.56,2.408554368,0,254.4657534,9,21,,
2022-09-15 22:00:00,0,25.03,2.95,94.92,1009.63,1.911135531,0,254.4657534,9,22,,
2022-09-15 23:00:00,0,24.66,2.03,94.92,1009.7,1.413716694,0,254.4657534,9,23,,
2022-09-16 00:00:00,0,24.58,1.155,94.92,1009.29,2.199114858,0,255.4520548,9,0,,
2022-09-16 01:00:00,0,24.5,0.28,94.92,1008.88,2.984513021,0,255.4520548,9,1,,
2022-09-16 02:00:00,0,24.2,0.14,94.92,1008.35,3.106686069,0,255.4520548,9,2,,
2022-09-16 03:00:00,0,23.9,0,94.92,1007.82,3.228859116,0,255.4520548,9,3,,
2022-09-16 04:00:00,0,23.7,0,94.92,1007.84,3.228859116,0,255.4520548,9,4,,
2022-09-16 05:00:00,0,23.65,1.445,94.92,1008.33,3.263765701,0,255.4520548,9,5,,
2022-09-16 06:00:00,0,23.6,2.89,94.92,1008.82,3.298672286,0,255.4520548,9,6,,
2022-09-16 07:00:00,0,24.84,3.07,94.92,1009.52,2.827433388,0,255.4520548,9,7,,
2022-09-16 10:00:00,0,31.94,11.92,62.22,1009.4,1.500983157,0,255.4520548,9,10,,
2022-09-16 13:00:00,0,33.24,19.82,60.1,1006.52,1.134464014,0,255.4520548,9,13,,
2022-09-16 14:00:00,0,33.9,20.15,56.62,1005.82,1.396263402,0,255.4520548,9,14,,
2022-09-16 15:00:00,0,33.55,21.15,59.06,1005.46,1.49225651,0,255.4520548,9,15,,
2022-09-16 16:00:00,0,33.2,22.15,61.5,1005.1,1.588249619,0,255.4520548,9,16,,
2022-09-16 17:00:00,0,31.7,21.41,65.38,1005.54,1.343903524,0,255.4520548,9,17,,
2022-09-16 18:00:00,0,28.8,18.88,76.98,1006.26,1.780235837,0,255.4520548,9,18,,
2022-09-16 19:00:00,0,27,11.27,87.98,1007.1,1.448623279,0,255.4520548,9,19,,
2022-09-16 20:00:00,0,25.5,4.02,94.92,1007.74,1.483529864,0,255.4520548,9,20,,
2022-09-16 21:00:00,0,25.2,4.74,94.92,1008.4,0.907571211,0,255.4520548,9,21,,
2022-09-16 22:00:00,0,25.16,1.94,94.92,1008.7,1.221730476,0,255.4520548,9,22,,
2022-09-16 23:00:00,0,24.5,4.68,94.92,1008.42,2.722713633,0,255.4520548,9,23,,
2022-09-17 00:00:00,0,24.36,2.3,94.92,1007.8,0.663225116,0,256.4383562,9,0,,
2022-09-17 01:00:00,0,24.4,1.04,94.92,1007.56,2.129301687,0,256.4383562,9,1,,
2022-09-17 02:00:00,0,24.2,0,94.92,1007.1,2.792526803,0,256.4383562,9,2,,
2022-09-17 03:00:00,0,23.8,2.87,94.92,1006.86,0,0,256.4383562,9,3,,
